case_id,original_designer_name,original_brand_name,original_item_type,original_design_elements,original_year,copier_brand_name,copier_item_type,copy_year,infringement_label,confidence,source,notes
EXPANDED_002,Hanifa,Hanifa,Apparel,"Bodycon dresses with ruching and draping details, form-fitting silhouettes, bold monochromatic colors, viral 3D fashion show concept",2017,Fashion Nova,Apparel,2020,knockoff,high,Diet Prada,Signature ruched dress designs mass-produced after viral show
EXPANDED_003,LaQuan Smith,LaQuan Smith,Apparel,"Latex and leather bodycon designs, high shine materials, ultra-fitted silhouettes, daring cutouts, clubwear aesthetic",2013,PrettyLittleThing,Apparel,2019,similar,medium,Press,Latex bodycon aesthetic widely copied in fast fashion
EXPANDED_004,Priscavera,Priscavera,Apparel,"Whimsical embroidered dresses with cartoon characters, playful illustrations, colorful hand-stitched details, childlike aesthetic",2018,Shein,Apparel,2020,knockoff,high,Diet Prada,Distinctive embroidered designs replicated
EXPANDED_005,Bode,Bode,Apparel,"Vintage quilt patchwork shirts, antique textile upcycling, hand-embroidered details, heritage fabric storytelling",2016,Urban Outfitters,Apparel,2020,similar,medium,Press,Quilt patchwork aesthetic adopted without sustainability aspect
EXPANDED_006,R13,R13,Apparel,"Oversized distressed denim with heavy shredding, punk-inspired destruction techniques, exaggerated proportions",2014,Zara,Apparel,2018,similar,medium,Press,Distinctive denim distressing style widely copied
EXPANDED_007,Area,Area,Apparel,"Crystal-embellished eveningwear with extensive rhinestone application, butterfly motifs, glamorous disco aesthetic",2014,Fashion Nova,Apparel,2019,knockoff,high,Diet Prada,Signature crystal butterfly designs mass-produced
EXPANDED_008,Nensi Dojaka,Nensi Dojaka,Apparel,"Asymmetric strap dresses with delicate thin straps, layered construction, skin-baring cutouts, architectural draping",2019,Shein,Apparel,2021,knockoff,high,Diet Prada,LVMH Prize winner designs copied after runway success
EXPANDED_009,Coperni,Coperni,Accessories,"Swipe bag with curved crescent shape, minimalist hardware, architectural sculptural form, modern clean lines",2019,Zara,Accessories,2021,knockoff,high,Diet Prada,Viral Swipe bag design directly copied
EXPANDED_010,Wales Bonner,Wales Bonner,Footwear,"Adidas collaboration with handcrafted details, cricket-inspired stripes in cream and burgundy, cultural fusion aesthetic",2020,Mass retailers,Footwear,2021,similar,medium,Press,Collaboration aesthetic elements adopted
EXPANDED_011,Vaquera,Vaquera,Apparel,"Deconstructed oversized suits with exaggerated proportions, avant-garde tailoring, playful subversion of traditional menswear",2015,Zara,Apparel,2020,similar,medium,Press,Oversized deconstructed suit aesthetic adopted
EXPANDED_012,Chopova Lowena,Chopova Lowena,Apparel,"Upcycled vintage blanket skirts with hardware belt details, Bulgarian textile heritage, patchwork construction",2018,Urban Outfitters,Apparel,2021,similar,medium,Press,Blanket skirt concept copied without sustainability
EXPANDED_013,Supriya Lele,Supriya Lele,Apparel,"Draped silk sets with Indian textile influence, fluid jersey construction, cultural heritage meets contemporary minimalism",2017,Zara,Apparel,2020,similar,medium,Press,Draped silhouette and aesthetic appropriated
EXPANDED_014,Ahluwalia,Ahluwalia,Apparel,"Upcycled vintage sari fabrics, patchwork quilted outerwear, Nigerian-Indian heritage storytelling, sustainable luxury",2018,H&M,Apparel,2021,similar,medium,Press,Sari patchwork aesthetic adopted without cultural context
EXPANDED_015,Maisie Wilen,Maisie Wilen,Apparel,"Digital print bodysuits with warped graphic effects, psychedelic distorted patterns, Y2K-inspired futuristic aesthetic",2019,Fashion Nova,Apparel,2021,knockoff,high,Diet Prada,Distinctive warped print aesthetic mass-produced
EXPANDED_016,Molly Goddard,Molly Goddard,Apparel,"Voluminous tulle dresses in bright colors, excessive ruffled layers, playful childlike proportions, signature pink tulle",2014,Zara,Apparel,2018,similar,medium,Press,Voluminous tulle aesthetic widely adopted
EXPANDED_017,Ludovic de Saint Sernin,Ludovic de Saint Sernin,Apparel,"Harness-inspired menswear with leather strapping details, sensual masculine silhouettes, body-conscious tailoring",2017,Zara,Apparel,2020,similar,medium,Press,Harness detail aesthetic adopted in menswear
EXPANDED_018,Sinéad O'Dwyer,Sinéad O'Dwyer,Apparel,"Body-cast knitwear celebrating diverse body types, sculptural forms following natural curves, inclusive sizing approach",2018,Fast fashion,Apparel,2021,similar,medium,Press,Body-positive knitwear concept adopted without inclusive ethos
EXPANDED_019,Stefan Cooke,Stefan Cooke,Apparel,"Upcycled shirt patchwork with deconstructed tailoring, mixed pattern clashing, sustainable menswear approach",2016,Zara,Apparel,2020,similar,medium,Press,Patchwork shirt concept copied without upcycling
EXPANDED_020,Asai,Asai,Apparel,"Knit dresses with facial feature motifs, surrealist body-part prints, provocative feminine silhouettes",2017,Shein,Apparel,2020,knockoff,high,Diet Prada,Distinctive facial motif prints replicated
EXPANDED_021,Roxanne Assoulin,Roxanne Assoulin,Jewelry,"Colorful enamel bracelets in stacks, playful rainbow combinations, whimsical color-blocking, affordable luxury positioning",2016,Amazon sellers,Jewelry,2019,knockoff,high,Press,Signature bracelet stacks widely copied
EXPANDED_022,Dinosaur Designs,Dinosaur Designs,Jewelry,"Chunky resin jewelry in marbled colors, oversized sculptural bangles, Australian handmade craftsmanship",1985,Zara,Jewelry,2018,similar,medium,Press,Resin jewelry aesthetic widely adopted
EXPANDED_023,Alighieri,Alighieri,Jewelry,"Lost-wax bronze jewelry with imperfect textures, coin-inspired pendants, literary references, handmade quality",2014,H&M,Jewelry,2019,similar,medium,Press,Textured coin jewelry aesthetic copied
EXPANDED_024,Sophie Buhai,Sophie Buhai,Jewelry,"Minimalist sterling silver with ancient Roman influences, oversized hoop earrings, sculptural simplicity",2015,Mango,Jewelry,2020,similar,medium,Press,Minimalist hoop aesthetic widely copied
EXPANDED_025,Completedworks,Completedworks,Jewelry,"Sculptural pearl jewelry with abstract forms, modernist asymmetry, architectural jewelry design",2013,Zara,Jewelry,2019,similar,medium,Press,Sculptural pearl jewelry concept adopted
EXPANDED_026,Lizzie Fortunato,Lizzie Fortunato,Jewelry,"Statement earrings with mixed materials, colorful beads and shells, artisanal global influences, oversized proportions",2008,Zara,Jewelry,2018,similar,medium,Press,Statement earring aesthetic widely copied
EXPANDED_027,Eliou,Eliou,Jewelry,"Colorful glass bead jewelry with ocean-inspired palette, surf culture aesthetic, handmade in Australia",2016,Urban Outfitters,Jewelry,2020,knockoff,high,Diet Prada,Beaded jewelry designs closely replicated
EXPANDED_028,Mizuki,Mizuki,Jewelry,"Delicate 14k gold jewelry with sea pearls, minimalist Japanese aesthetic, organic natural forms",2000,Multiple retailers,Jewelry,2015,similar,medium,Press,Delicate pearl jewelry aesthetic widely adopted
EXPANDED_029,Leigh Miller,Leigh Miller,Jewelry,"Sculptural brass jewelry with architectural forms, geometric shapes, handcrafted in NYC",2012,Mango,Jewelry,2019,similar,medium,Press,Geometric brass jewelry aesthetic copied
EXPANDED_030,Kenneth Jay Lane,Kenneth Jay Lane,Jewelry,"Oversized costume jewelry with bold gemstones, vintage glamour aesthetic, statement necklaces and bracelets",1963,Forever 21,Jewelry,2010,similar,medium,Press,Statement costume jewelry style widely copied
EXPANDED_031,JW Anderson,JW Anderson,Accessories,"Pierce bag with circular handle piercing through, architectural hardware detail, minimalist leather construction",2017,Zara,Accessories,2018,knockoff,high,Diet Prada,Signature Pierce bag hardware directly copied
EXPANDED_032,Staud,Staud,Accessories,"Shirley bag with bamboo and acrylic construction, transparent materials, architectural half-moon shape",2016,Multiple retailers,Accessories,2019,knockoff,high,Press,Viral Shirley bag design widely replicated
EXPANDED_033,Wandler,Wandler,Accessories,"Hortensia bag with puffy quilted leather, cloud-like soft construction, distinctive gathered design",2017,Zara,Accessories,2020,knockoff,high,Diet Prada,Signature puffy bag silhouette directly copied
EXPANDED_034,By Far,By Far,Accessories,"Rachel bag with baguette shape and croc-embossed leather, vintage-inspired hardware, structured silhouette",2016,H&M,Accessories,2020,knockoff,high,Press,Instagram-viral bag designs mass-produced
EXPANDED_035,Ratio et Motus,Ratio et Motus,Accessories,"Twin bag with circular rings as handles, architectural minimalism, geometric metal hardware",2016,Zara,Accessories,2019,knockoff,high,Diet Prada,Ring handle bag design directly replicated
EXPANDED_036,Mansur Gavriel,Mansur Gavriel,Accessories,"Bucket bag with contrasting interior lining, minimal branding, vegetable-tanned Italian leather, clean lines",2012,Multiple retailers,Accessories,2015,knockoff,high,Press,Viral bucket bag widely copied across market
EXPANDED_037,Building Block,Building Block,Accessories,"Geometric leather bags with architectural construction, minimalist hardware, structured geometric forms",2012,Zara,Accessories,2017,similar,medium,Press,Architectural bag aesthetic widely adopted
EXPANDED_038,Danse Lente,Danse Lente,Accessories,"Johnny bag with circular shape and knot handle detail, sculptural hardware, playful proportions",2017,Mango,Accessories,2019,knockoff,high,Diet Prada,Distinctive knot handle bag copied
EXPANDED_039,Neous,Neous,Footwear,"Sculptural heeled sandals with architectural curves, minimalist straps, geometric heel shapes",2015,Zara,Footwear,2019,knockoff,high,Diet Prada,Distinctive sculptural heel designs replicated
EXPANDED_040,Rejina Pyo,Rejina Pyo,Accessories,"Olivia bag with geometric tortoiseshell handle, structured leather body, modern minimalist aesthetic",2018,Mango,Accessories,2020,knockoff,high,Press,Signature acetate handle bag copied
EXPANDED_041,Hereu,Hereu,Accessories,"Woven leather bags with artisanal craftsmanship, traditional Catalan techniques, natural materials and colors",2014,Zara,Accessories,2019,similar,medium,Press,Woven bag aesthetic adopted without artisan collaboration
EXPANDED_042,Gu_de,Gu_de,Accessories,"Minimalist bags with distinctive curved top handles, architectural silhouettes, German precision design",2016,H&M,Accessories,2020,similar,medium,Press,Curved handle bag aesthetic widely copied
EXPANDED_043,Yuzefi,Yuzefi,Accessories,"Delila bag with distinctive ring handles, structured leather, architectural hardware details",2016,Zara,Accessories,2019,knockoff,high,Diet Prada,Signature ring handle design replicated
EXPANDED_044,Kara,Kara,Accessories,"Backpacks with minimalist pebbled leather, clean architectural lines, functional minimalism",2013,Multiple retailers,Accessories,2017,similar,medium,Press,Minimalist backpack aesthetic widely adopted
EXPANDED_045,Stalvey,Stalvey,Accessories,"Exotic skin bags with diamond-shaped faceted hardware, architectural luxury, precise geometric details",2012,Mass market,Accessories,2018,similar,medium,Press,Geometric hardware detail aesthetic copied
EXPANDED_046,Hillier Bartley,Hillier Bartley,Accessories,"Bunny bag with ear-shaped handles, playful luxury aesthetic, structured leather construction",2015,Zara,Accessories,2018,knockoff,high,Diet Prada,Distinctive bunny ear handle design copied
EXPANDED_047,Little Liffner,Little Liffner,Accessories,"Tulip bag with gathered top closure, Swedish minimalism, soft structured leather",2015,Mango,Accessories,2019,knockoff,high,Press,Gathered tulip bag silhouette replicated
EXPANDED_048,Dlyp,Dlyp,Accessories,"Sculptural acrylic bags with wave-like forms, transparent materials, architectural experimental design",2017,Zara,Accessories,2020,similar,medium,Press,Acrylic wave bag concept adopted
EXPANDED_049,Cafuné,Cafuné,Accessories,"Egg bag with oval shape and top handle, minimalist leather, clean architectural form",2017,H&M,Accessories,2020,knockoff,high,Press,Oval egg bag shape widely copied
EXPANDED_050,Nanushka,Nanushka,Accessories,"Vegan leather bags with crescent shapes, sustainable materials, modern minimalist aesthetic",2006,Zara,Accessories,2020,similar,medium,Press,Vegan leather crescent bag aesthetic adopted
EXPANDED_051,Salehe Bembury,Salehe Bembury,Footwear,"Crocs collaboration with fingerprint-inspired texture pattern, organic sculptural forms, distinctive sole design",2021,Knockoff brands,Footwear,2022,knockoff,high,Press,Viral fingerprint texture design immediately copied
EXPANDED_052,Samuel Ross,A-Cold-Wall,Apparel,"Industrial brutalist aesthetic with technical fabrics, utilitarian straps and hardware, gray monochrome palette",2015,Fast fashion,Apparel,2019,similar,medium,Press,Industrial streetwear aesthetic widely adopted
EXPANDED_053,Jerry Lorenzo,Fear of God,Apparel,"Elongated proportions with dropped shoulders, neutral earth tones, luxury streetwear silhouettes",2013,H&M,Apparel,2017,similar,medium,Press,Oversized streetwear proportions widely copied
EXPANDED_054,Don C,Just Don,Accessories,"Luxury basketball shorts with premium materials, vintage NBA aesthetics, elevated sportswear",2011,Mitchell & Ness copies,Accessories,2015,similar,medium,Press,Luxury basketball short concept widely adopted
EXPANDED_055,Aimé Leon Dore,Aimé Leon Dore,Apparel,"Preppy streetwear with ivy league aesthetics, vintage sportswear references, New York heritage",2014,Fast fashion,Apparel,2020,similar,medium,Press,Preppy streetwear aesthetic widely copied
EXPANDED_056,Brendon Babenzien,Noah,Apparel,"Sustainable streetwear with classic prep influences, vintage surf culture, ethical production messaging",2015,Fast fashion,Apparel,2019,similar,medium,Press,Sustainable streetwear aesthetic adopted without ethics
EXPANDED_057,Mike Cherman,ICNY,Apparel,"Reflective streetwear with 3M materials, high-visibility patterns, technical performance fabrics",2012,Multiple retailers,Apparel,2016,similar,medium,Press,Reflective sportswear concept widely adopted
EXPANDED_058,Kiko Kostadinov,Kiko Kostadinov,Footwear,"ASICS collaboration with deconstructed running shoes, layered complex constructions, technical innovation",2018,Fast fashion sneakers,Footwear,2020,similar,medium,Press,Deconstructed sneaker aesthetic copied
EXPANDED_059,Matthew Williams,Alyx,Accessories,"Rollercoaster belt buckle with industrial hardware, utilitarian chest rigs, technical streetwear",2015,Aliexpress sellers,Accessories,2018,knockoff,high,Press,Signature rollercoaster buckle widely copied
EXPANDED_060,Martine Rose,Martine Rose,Apparel,"Oversized shirts with exaggerated proportions, British subculture references, deconstructed tailoring",2007,Zara,Apparel,2020,similar,medium,Press,Oversized shirt silhouette widely adopted
EXPANDED_061,Heron Preston,Heron Preston,Apparel,"Orange workwear aesthetic with NYC sanitation department influences, utilitarian styling, industrial branding",2016,Fast fashion,Apparel,2018,similar,medium,Press,Orange utilitarian aesthetic widely copied
EXPANDED_062,Yoon Ahn,Ambush,Jewelry,"Oversized jewelry with pow chain necklaces, sculptural bold forms, luxury streetwear accessories",2008,Aliexpress,Jewelry,2018,knockoff,high,Press,Signature pow necklace design widely replicated
EXPANDED_063,Ronnie Fieg,Kith,Apparel,"Premium basics with box logo branding, elevated loungewear, New York streetwear aesthetic",2011,Fast fashion,Apparel,2017,similar,medium,Press,Premium basics aesthetic widely adopted
EXPANDED_064,Teddy Santis,Aimé Leon Dore,Footwear,"New Balance collaborations with vintage color palettes, preppy materials, heritage sneaker aesthetics",2019,Sneaker brands,Footwear,2021,similar,medium,Press,Heritage sneaker colorway approach copied
EXPANDED_065,Joe Freshgoods,Joe Freshgoods,Footwear,"New Balance collaborations with Chicago neighborhood themes, vibrant colorways, community storytelling",2020,Sneaker copies,Footwear,2021,similar,medium,Press,Colorful sneaker aesthetic copied without context
EXPANDED_066,Cactus Plant Flea Market,CPFM,Apparel,"Hand-dyed tie-dye with smiley face graphics, distressed vintage aesthetics, whimsical graphics",2015,Bootleg sellers,Apparel,2019,knockoff,high,Press,Signature smiley graphics widely bootlegged
EXPANDED_067,Bianca Chandon,Bianca Chandon,Apparel,"Romantic script logo on luxury basics, soft pastel colors, minimalist branding",2014,Fast fashion,Apparel,2018,similar,medium,Press,Script logo aesthetic widely adopted
EXPANDED_068,Salomon,Salomon,Footwear,"XT-6 trail running shoes adopted by fashion community, technical outdoor aesthetics in streetwear",2013,Sneaker brands,Footwear,2020,similar,medium,Press,Chunky trail running aesthetic widely copied
EXPANDED_069,Salehe Bembury,Salehe Bembury x New Balance,Footwear,"Water be the Guide 2002R with organic pod sole, nature-inspired colorways, distinctive wavy constructions",2021,Knockoffs,Footwear,2022,knockoff,high,Press,Viral pod sole design immediately replicated
EXPANDED_070,Brain Dead,Brain Dead,Apparel,"Psychedelic graphics with surreal artwork, countercultural aesthetics, bold experimental prints",2014,Fast fashion,Apparel,2019,similar,medium,Press,Psychedelic graphic aesthetic widely copied
